Nume,Descriere,Categorie,Pret,Cost,Vanzare_ok,Achizitie_ok,Unitate,Unitate_achizitie,Cod_bare,SKU,Taxe,Taxe_achizitie,Tip_produs
TEAVA CUPRU_D15x0.7_lipsa cod furnizor,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00516,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU D15x1 (3m) FEINROHREN,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_200004,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU D18x1 (3m) FEINROHREN,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_200005,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU D22x1 (3m) FEINROHREN,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_200006,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU DHP MOALE 18x 1x 4000mm _EN 1057,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_08050,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU DUR D28x 1 FEINROHREN,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00095,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU  FI35x 1,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00206,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU  FI 42x 1 FEINROHREN,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00422,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU MOALE 6x1,,Materii prime generale ,1.0,0.0,True,True,m,m,,Mpr_07521,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU MOALE_CU-DLP HA_10x1,,Materii prime generale ,1.0,0.0,True,True,kg,kg,,Mpr_03309,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU SEMIDURA 22x 0.7 FEINROHREN_E,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_08025,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TELEFON GALAXY A52 5G,,Obiecte de inventar,1.0,1167.3600000000001,True,True,Units,Units,,OBI00170,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TELEFON SAMSUNG GALAXY A20E 4GB RAM,,Obiecte de inventar,1.0,594.08,True,True,Units,Units,,OBI00171,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TELEMETRU LASER 3G,,Obiecte de inventar,1.0,100.0,True,True,Units,Units,,OBI00172,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
 TERMOMETRU 3G,,Obiecte de inventar,1.0,42.01,True,True,Units,Units,,OBI00001,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TERMOSTAT DE AVARIE_Fantini Cosmi,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00948,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Tesnit BA U_3x1500x1500_material garnituri,,Materii prime generale ,1.0,0.0,True,True,mp,mp,,E_00712,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
test 1,,All,1.0,0.0,True,True,Units,Units,,,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
test mrp,,All,1.0,0.0,True,True,Units,Units,,,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU F-F-F Ø18xØ18xØ18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00655,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU F-F-F Ø22xØ18xØ22,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00570,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU F-F-F Ø22xØ22xØ18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00778,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU F-F-F Ø28xØ15xØ28 ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00733,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU F-F-F Ø42xØ28xØ42,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00594,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU M-M-M Ø28xØ28xØ28,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00598,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU CU M-M-M Ø42xØ18xØ42,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00593,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU EGAL CU 18 lipire,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200013,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU EGAL CU 22 _EVI,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Maux_20038,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU EGAL CU 22 LIPIRE..(F-F-F D22-D22-D22),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31247,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU EGAL CU Ø35 LIPIRE,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00563,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU F-F-F_Ø28/Ø22/Ø28,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00576,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU F-F-F_Ø28/Ø28/Ø18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00106,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU F-F-F_Ø28/Ø28/Ø28,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00102,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU F-M-F_Ø28/Ø28/Ø18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00577,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU REDUS CU Ø28xØ18xØ28 ( F-F-F ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00170,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEU REDUS CU Ø35xØ18xØ35,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00966,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TIJA FILETATA M4_Zincata,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_07612,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TIJA FILETATA M8_ZINCATA ( L=1m ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00071,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TIJE ROBINET ALAMA_COLABORARI,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00503,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TOPEX CHEIE TEVI 45 420M,,Obiecte de inventar,1.0,47.06,True,True,Units,Units,,OBI00173,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TOPEX CHEIE TIP S,,Obiecte de inventar,1.0,31.94,True,True,Units,Units,,OBI00174,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRADUCTOR PRESIUNE HUBA CONTROL 163 (505.91570) ( senzor ; impreuna cu EVI_00129+E_00087 ),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00057,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRADUCTOR TEMPERATURA CLIP 10K 18MM MOLEX_TSCOAIO (senzor pt. tevi D18),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00029,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRADUCTOR TEMPERATURA CLIP 10K 28MM MOLEX_TSCOASO (senzor pt. tevi D28) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00030,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRANSPALETA MANUALA LIFTTEX BASIC,,Obiecte de inventar,1.0,903.36,True,True,Units,Units,,OBI00175,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRICOU LUCRU,,Obiecte de inventar,1.0,30.0,True,True,Units,Units,,OBI00176,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TROLLER H SPIN 68 CM,,Obiecte de inventar,1.0,350.0,True,True,Units,Units,,OBI00177,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRUSA CHEI CLICHET,,Obiecte de inventar,1.0,167.23,True,True,Units,Units,,OBI00178,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TRUSA MEDICALA,,Obiecte de inventar,1.0,147.0,True,True,Units,Units,,OBI00179,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TUB FLEXIBIL pt. RACORD APA INOX L.4M PN10 DN.16-F1_50990029,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00718,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TUB TERMOCONTRACTABIL  2.4MM RTERM,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00081,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TUB TERMOCONTRACTABIL 3.2MM RTERM (L=1m),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00080,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TUB TERMOCONTRACTABIL 4MM/2MM_32-850,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00248,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UnitsSA 1/4 inch_ROBINET GOLIRE (Drain cock) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00650,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UnitsSA AERISITOR G1/8 INCH_ALAMA ( NINGBO ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00296,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UnitsSA PIULITA G1-1/2 INCH_D28_ALAMA ( NINGBO ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00294,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"UnitsSA PIULITA G1-1/4""_D39x20 ( pt. KIT PRESIUNE =Unvented Kit )",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,FAB_00002,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Unitssa S1 alama,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_200108,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UnitsSA S1 M10x1_D16x25 (Heat Meter) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00646,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UNIVERSAL DRILL 18V,,Obiecte de inventar,1.0,334.45,True,True,Units,Units,,OBI00180,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UNIVERSAL IMPACT 700 W,,Obiecte de inventar,1.0,250.42000000000002,True,True,Units,Units,,OBI00181,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
UNVENTED KIT MANIFOLD 22 MM_UVGS21822210 ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00060,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA DE IZOLARE 3/4""X22",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00145,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE EVINOX OPTIMA COMPACT DN25 ( M G1-1/4"" ) 3609 LPH.SLDPRT_3609 l/h_53-1313",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00291,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE EVINOX OPTIMA COMPACT DN32 ( M/M 1-1/2"" ) 4000 L/H",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00368,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE EVINOX SPECIAL DN20 ( M1"" ) 1800 l/h-HIGH (53-1311)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00360,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE EVINOX SPECIAL DN20 ( M1"" ) (max.1600 l/h)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00232,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VALVA FRESE F/F DN15 575 l/h ( G1/2 inch )_53-1344,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00383,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VALVA FRESE F/F DN20 1600 l/h ( G3/4 inch )_53-1318,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00382,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE OPTIMA COMPACT DN15 M3/4"" 200LPH (200 l/h) ",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00241,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE OPTIMA COMPACT DN15 M3/4"" 575LPH (575 l/h) ",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00246,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA FRESE OPTIMA COMPACT DN15 M/M High 5.0_3/4"" (1330 l/h) ",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00350,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA HONEYWELL CU DOUA CAI_VSOF-225-5.5P_1-1/4"" ",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00471,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA HONEYWELL CU TREI CAI_VCZMQ6000/E_1""(=cu EVI_00286+cablul J23+Boiler ; inlocuieste EVI_00055 )",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00290,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VALVA pentru masina de spalat,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_200282,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VALVA PRESIUNE SI TEMPERATURA (FS) 3/4""x22_TP25450570",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00062,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VANA CU FILTRU (Y) (STRAINER IS. V. w/butt.)1 inch Fx1 inch F_EVIN16C025 (C.T.NO. 84818081)(Art.16C),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00470,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VANA DE IZOLARE FILTRE 3/4x 22,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00147,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 12L APA RECE (ALBASTRU)_11A0001210,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00048,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 12L APA RECE (ALBASTRU)_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00389,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 12L CAL-PRO APA CALDA (ROSU)_13000001200,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00164,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 18L APA CALDA (ROSU)-ZILIO_lipsa cod furnizor,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00278,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 18L APA RECE (ALBASTRU)_11A0001817,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00043,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 18L APA RECE (ALBASTRU)_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00402,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 24L APA RECE (ALBASTRU)_11A0002419,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00044,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 24L APA RECE (ALBASTRU)_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00401,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE 8L APA RECE (ALBASTRU)_11A0000811,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00094,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VAS EXPANSIUNE 8L PLAT- VRP220-8 3/8""x18 90° 1BAR H80_ ZIEGD0IZB31I6",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00385,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA 10 L(ROSU)-PLAT,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00045,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA 10 L(ROSU)-PLAT_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00403,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA 12 L_EVINOX(ROSU) OEM_PRO 492x203x170 3/4G 0 Bx1,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00214,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA 25 L_EVINOX(ROSU) 4BAR CEP1.5,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00213,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VAS EXPANSIUNE APA CALDA 5 L_VR5 5-3/4"" ZILIO (ROSU)_AADRE00R01BA1 ( impreuna cu E_00525)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00288,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA 8 L CAL-PRO_1300000800 (rosu) ( VR8 ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00042,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA FS (PLAT) 14L_13B6001400,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00047,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA FS (PLAT) 14L_13B6001400_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00400,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA (FS) PLAT 8L_13C0000807 ( impreuna cu EVI_00150)_VCP392-8,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00046,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VAS EXPANSIUNE APA CALDA (FS) PLAT 8L_ZILMET,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00391,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VAS EXPANSIUNE APA CALDA PLAT 8L (3/8"")-VRP200-8_AAEGDOHZA32A0 ( impreuna cu EVI_00150)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00348,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VEIOZA BIROU,,Obiecte de inventar,1.0,66.93,True,True,Units,Units,,OBI00182,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
VENTILATOR PICIOR 45 W,,Obiecte de inventar,1.0,54.54,True,True,Units,Units,,OBI00183,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"VERGELE SUDURA CuP_2 mm(BrazeTec S93, DIN EN1044) (Cupru-Fosfor)",,Materii prime generale ,1.0,0.0,True,True,kg,kg,,E_00342,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Verticala spate 1170x502mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00765,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
WATER METER N.C.V-ROSU (DEBITMETRU APA CALDA-NINGBO),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00169,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ZTE BLADE L110 NEGRU,,Obiecte de inventar,1.0,233.22,True,True,Units,Units,,OBI00184,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
