Code_bom,ID_Produs,ID_Componenta,Cantitate_Produsa,Cantitate_Necesara
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_04469,1,0.34
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_04469,1,0.29
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_31242,1,6
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00003,1,4
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00004,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00013,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00015,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00017,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00019,1,8
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00129,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00295,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00396,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,Mpr_02641,1,0.05
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00653,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00058,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00130,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00321,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00385,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00426,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00064,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00167,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00188,1,5.8
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00326,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00349,1,5.5
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00367,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00368,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00548,1,0.35
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00726,1,1.4
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00750,1,0.25
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00751,1,2.79
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_01079,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_01121,1,2.97
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00029,1,3
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00057,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00073,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00074,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00137,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00152,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00160,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00264,1,3
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00291,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00350,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00368,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00416,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00250,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00254,1,2
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,EVI_00380,1,1
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00206,1,4.19
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_00342,1,0.1275
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_06975,1,0.02952
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_08025,1,1.88
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,E_08050,1,3.82
CHHC-W7R2-4R-5B-T1/1A_1,CHHC-W7R2-4R-5B-T1/1A,Mpr_03309,1,0.37
